,Restaurant Name,Ratings,No of Reviews,Review URL,Image URL,Street,More Info,Province,Zipcode,Phone Number,Day Open,Time Open,Tags,Other Image URL,Website URL
716,Le Cafe,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d4985913-Reviews-Le_Cafe-Chiang_Mai.html,static/images/generic.jpg,Ban Warntarn T. Luang Nua a. Doi Saket,NaN,Chiang Mai,50220,NaN,Tue - Sun,12:00 PM - 8:30 PM,NaN,[],NaN
717,Steak Khunnoo 4th,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d6822970-Reviews-Steak_Khunnoo_4th-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/06/02/70/31/getlstd-property-photo.jpg,"222/12 Moo 1, soi Chom Chan",Pa Daet Subdistrict,Chiang Mai,50100,+66 94 079 7415,NaN,NaN,Steakhouse,[https://media-cdn.tripadvisor.com/media/photo-o/06/02/70/31/getlstd-property-photo.jpg],http://www.facebook.com/profile.php?id=100005959488441
718,Chee Waa Garden,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d7916290-Reviews-Chee_Waa_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0c/71/86/d6/photo4jpg.jpg,Kam Tiang Market,NaN,Chiang,Mai,+66 87 575 7281,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d2/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d3/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d4/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d5/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d5/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0c/71/86/d4/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/71/86/d3/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0c/71/86/d2/photo0jpg.jpg]",NaN
719,Rot Sawoei,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129885-Reviews-Rot_Sawoei-Chiang_Mai.html,static/images/generic.jpg,"Th Arak, Inner Moat",NaN,Chiang,Mai,NaN,NaN,NaN,NaN,[],NaN
720,Mangsawirat Kangreuanjam,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d1129873-Reviews-Mangsawirat_Kangreuanjam-Chiang_Mai.html,static/images/generic.jpg,"Th Inthawarorot, Soi 1",NaN,Chiang,Mai,NaN,NaN,NaN,NaN,[],NaN
721,Paris JedYod Burger Bar,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13275859-Reviews-Paris_JedYod_Burger_Bar-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/77/fa/30/getlstd-property-photo.jpg,"21/43, Chang Khian Road",Chang Phueak,Chiang Mai,50000,+66 53 219 055,Mon - Sat,11:00 AM - 10:00 PM,"Italian, Steakhouse, Pizza, Fast Food, Thai","[https://media-cdn.tripadvisor.com/media/photo-s/11/90/bc/ef/paris-jedyod-burger-bar.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/de/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/df/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/e0/photo2jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/e1/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ac/a7/53/paris-jedyod-burger-bar.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ac/a7/54/paris-jedyod-burger-bar.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ac/a7/54/paris-jedyod-burger-bar.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/ac/a7/53/paris-jedyod-burger-bar.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/e1/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/90/be/e0/photo2jpg.jpg]",https://www.facebook.com/Jankajee/
722,Milk Garden,5,3,http://www.tripadvisor.com/Restaurant_Review-g293917-d3714791-Reviews-Milk_Garden-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/03/c6/74/54/milk-garden.jpg,"81/1 Soi Baan Mai, (opp.) Suthep DAO (District Administration Organization), (along the canal) Khlong Chon Pratarn Road, Suthep Subdistrict, Mueang Chiang Mai District",NaN,Chiang,Mai,+66 86 917 2803,Sun - Sat,6:00 PM - 12:00 AM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/03/c6/74/50/milk-garden.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/c6/74/51/milk-garden.jpg, https://media-cdn.tripadvisor.com/media/photo-w/05/41/b4/d5/cute-wall-board-cosy.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/03/4b/c6/had-pizzas-and-chill.jpg, https://media-cdn.tripadvisor.com/media/photo-w/09/03/4b/c7/had-pizzas-and-chill.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/03/4b/c7/had-pizzas-and-chill.jpg, https://media-cdn.tripadvisor.com/media/photo-s/09/03/4b/c6/had-pizzas-and-chill.jpg, https://media-cdn.tripadvisor.com/media/photo-s/05/41/b4/d5/cute-wall-board-cosy.jpg, https://media-cdn.tripadvisor.com/media/photo-s/03/c6/74/51/milk-garden.jpg]",NaN
723,Happy Time,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13275709-Reviews-Happy_Time-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/8f/36/db/happy-time.jpg,Kaeo Nawarat Road,Chang Moi,Chiang Mai,50000,+66 95 145 9990,NaN,NaN,Thai,[https://media-cdn.tripadvisor.com/media/photo-s/11/8f/36/db/happy-time.jpg],NaN
724,Blue Gate Cafe,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d7221920-Reviews-Blue_Gate_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/87/60/29/coffee-vegetarian-food.jpg,Thapae Road,NaN,Chiang Mai,50000,+66 83 947 3688,NaN,NaN,NaN,[https://media-cdn.tripadvisor.com/media/photo-s/07/87/63/50/quaint-little-space-for.jpg],NaN
725,Summer Salt Burger and Beer,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d10229885-Reviews-Summer_Salt_Burger_and_Beer-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/cc/d6/9c/getlstd-property-photo.jpg,"16/1 M.2, Huaykaew Road","Chang Khlan,",Chiang Mai,50100,+66 80 850 7917,Mon - Sat,6:30 PM - 11:30 PM,"Fast Food, American, European, Grill","[https://media-cdn.tripadvisor.com/media/photo-w/0b/5c/5f/62/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/5c/5f/6a/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0b/5c/5f/70/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/5c/5f/71/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/74/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/77/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/ef/43/4f/at-anusan-market.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/ef/43/5f/try-the-original.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0e/ef/43/96/feel-like-summer-feel.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/77/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/74/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/71/summer-salt-burger-and.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/5c/5f/70/summer-salt-burger-and.jpg]",http://www.facebook.com/Summersaltburgerandbeer/
726,Dhevadha Duck,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d10273707-Reviews-Dhevadha_Duck-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0b/4a/55/b5/frontage.jpg,"Porn Amphan Plaza, C 3",Sanklang Subdistrict,Chiang Mai,50130,+66 80 164 9695,Tue - Sun,10:00 AM - 5:00 PM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-o/0b/4a/55/bc/interior.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/4a/55/bd/kitchen-and-staff.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0b/4a/55/c0/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/42/f5/1c/half-of-the-front.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/42/f5/1c/half-of-the-front.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/4a/55/c0/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-p/0b/4a/55/bd/kitchen-and-staff.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/4a/55/bc/interior.jpg]",http://www.facebook.com/BestBarGainBistro/
727,Inthanon Highland Restaurant,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d3715140-Reviews-Inthanon_Highland_Restaurant-Chiang_Mai.html,static/images/generic.jpg,"297 Moo 10 , Common Bldg. Inthanon Highland Resort, Chom Thong-Doi Inthanon Road, Baan Luang Subdistrict, Chom Thong District",NaN,Chiang,Mai,0538022224,NaN,NaN,NaN,[],http://www.inthanon-highland.com
728,Sangwiroon Vegetarian,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d12222130-Reviews-Sangwiroon_Vegetarian-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0e/ff/27/ce/this-is-a-two-item-plate.jpg,34/10 Hussadisawee Rd,"18.800255,98.980196",Chiang Mai,50200,+66 86 181 3506,Mon - Sat,7:30 AM - 2:30 PM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/3c/khao-soi-special.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/6f/menu.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/83/inside-view.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/93/happy-regular-customer.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/b2/very-happy-customer.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/d0/happy-customer.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/ec/khao-soi.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0f/2f/30/4d/outside-view.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/30/4d/outside-view.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/2f/2f/ec/khao-soi.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0f/2f/2f/d0/happy-customer.jpg, https://media-cdn.tripadvisor.com/media/photo-p/0f/2f/2f/b2/very-happy-customer.jpg]",http://sangwiroon.wixsite.com/sangwiroon
729,Eka thip cok dee,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d5897359-Reviews-Eka_thip_cok_dee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0b/d4/62/b9/vegetarian-hoy-jor-a.jpg,"57 Jabann Rd.Sripoom,T.Muang",NaN,Chiang,Mai,+66 53 401 112,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/62/9c/vegetarian-tofu-nam-dang.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/62/a4/vegetarian-clear-large.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/62/a4/vegetarian-clear-large.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0b/d4/62/9c/vegetarian-tofu-nam-dang.jpg]",http://ekathipchokedee.com
730,Chiang Mai Sakut Toe,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d3712226-Reviews-Chiang_Mai_Sakut_Toe-Chiang_Mai.html,static/images/generic.jpg,"96/2 Moo 1, (near) Chiang Mai Pookum Intersection, Huai Keaw Road, Chang Puerk Subdistrict, Mueang Chiang Mai District",NaN,Chiang,Mai,+66 81 951 2504,NaN,NaN,NaN,[],NaN
731,Steak Ta To,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d12671435-Reviews-Steak_Ta_To-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/f9/a0/0b/59-109.jpg,"107 Ki Lek, Mae Taeng District,",NaN,Chiang Mai,50150,+66 94 782 9986,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/0f/f9/a0/08/59-109.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0f/f9/a0/0a/59-109.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/02/88/cf/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/02/88/d8/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/02/88/de/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/02/88/de/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/10/02/88/d8/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-p/10/02/88/cf/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-o/0f/f9/a0/0a/59-109.jpg]",https://www.facebook.com/%E0%B8%AA%E0%B9%80%E0%B8%95%E0%B9%87%E0%B8%81%E0%B8%95%E0%B9%8B%E0%B8%B2%E0%B9%82%E0%B8%95-1697606860491576/
732,Holy Grill Korean,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13223034-Reviews-Holy_Grill_Korean-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/82/23/bb/1510038479405-largejpg.jpg,38 Sanambinkao Rd,Suthep,Chiang Mai,50200,+66 91 551 9222,Sun - Sat,11:00 AM - 9:00 PM,"Asian, Korean","[https://media-cdn.tripadvisor.com/media/photo-w/11/82/1f/c2/holy-grill-korean.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/82/1f/c6/holy-grill-korean.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/1f/c9/holy-grill-korean.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/82/23/ba/received-10215127460038768.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/23/bc/1510038481209-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/1f/c4/holy-grill-korean.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/1f/c4/holy-grill-korean.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/23/bc/1510038481209-largejpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/82/23/ba/received-10215127460038768.jpg, https://media-cdn.tripadvisor.com/media/photo-o/11/82/1f/c9/holy-grill-korean.jpg]",https://www.facebook.com/HolyGrillKorean
733,Khrua Achan Saiyut Restaurant,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711804-Reviews-Khrua_Achan_Saiyut_Restaurant-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/05/1a/70/d8/lunch-saiyut-s-kitchen.jpg,"32, Soi Shotana 2 Lane, Si Lanna Rd., Pa Tan Sub-District, Mueang Chiang Mai District",NaN,Chiang,Mai,+66 81 530 1172,NaN,NaN,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/05/1a/70/cb/lunch-saiyut-s-kitchen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/05/1a/70/90/entrance-of-saiyut-s.jpg, https://media-cdn.tripadvisor.com/media/photo-w/05/1a/70/a3/saiyut-s-kitchen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/05/1a/70/ab/lunch-crowd-saiyut-s.jpg, https://media-cdn.tripadvisor.com/media/photo-s/05/1a/70/bb/lunch-saiyut-s-kitchen.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/80/img-20171124-195249-523.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/81/img-20171124-195249-525.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/82/img-20171124-195249-524.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/82/img-20171124-195249-524.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/81/img-20171124-195249-525.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/5a/bd/80/img-20171124-195249-523.jpg, https://media-cdn.tripadvisor.com/media/photo-w/05/1a/70/bb/lunch-saiyut-s-kitchen.jpg]",NaN
734,Sai Nam Pung,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711782-Reviews-Sai_Nam_Pung-Chiang_Mai.html,static/images/generic.jpg,"61 Moo 6, Suan Sai Num Phueng Orchid Resort , Rimtai Subdistrict,, Mae Rim District",NaN,Chiang,Mai,+66 53 298 772,Sun - Sat,9:00 AM - 5:00 PM,NaN,[],NaN
735,A Peace of Cake's Baking Studio,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d8088126-Reviews-A_Peace_of_Cake_s_Baking_Studio-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/07/f1/f5/4c/a-peace-of-cake-s-baking.jpg,"58 Moo 14, Ban Mai lung Mal soi 4",NaN,Chiang,Mai,+66 92 407 5222,Sun - Sat,10:00 AM - 6:00 PM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/34/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/5a/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/73/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/8c/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/b8/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/d7/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/f3/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/f3/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/d7/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/b8/a-peace-of-cake-s-baking.jpg, https://media-cdn.tripadvisor.com/media/photo-s/07/f1/f5/8c/a-peace-of-cake-s-baking.jpg]",http://www.facebook.com/apeaceofcake.peace?fref=ts
736,Fresh Break Cafe,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13391620-Reviews-Fresh_Break_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/d6/90/5e/view-from-the-entrance.jpg,"99/78, Moo 1, Soi Khoseaw-Huaykeaw Chang Puek",Chang Phueak,Chiang Mai,50300,+66 61 508 0571,Sun,10:00 AM - 5:00 PM,"American, Cafe, Thai, Healthy",[https://media-cdn.tripadvisor.com/media/photo-s/11/d6/90/5e/view-from-the-entrance.jpg],http://www.freshbreakcafe.com
737,Salad Arromdee,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d4045649-Reviews-Salad_Arromdee-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/04/c5/1e/74/smoothie.jpg,25/1 Phra Pokklao Road,NaN,Chiang,Mai,NaN,NaN,NaN,European,[https://media-cdn.tripadvisor.com/media/photo-s/04/c5/1e/e4/latte.jpg],http://www.facebook.com/pages/Salad-Arromdee/411068792323067?ref=stream
738,Tubtim Fish Restaurant,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d4405327-Reviews-Tubtim_Fish_Restaurant-Chiang_Mai.html,static/images/generic.jpg,"226 Moo.5, Mae Hia",NaN,Chiang,Mai,NaN,NaN,NaN,"Seafood, Thai",[],NaN
739,Jamjuree Kitchen,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711197-Reviews-Jamjuree_Kitchen-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0f/f1/01/f5/photo0jpg.jpg,2/3 Soi Nimmanhemin 12 Nimmanhemin Road Suthep Subdistrict Mueang Chaing Mai District,NaN,Chiang Mai,50220,+66 85 811 7441,NaN,NaN,NaN,[https://media-cdn.tripadvisor.com/media/photo-s/0f/f1/01/f5/photo0jpg.jpg],NaN
740,Tum-Up,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13339790-Reviews-Tum_Up-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/bb/cb/61/pepper-chicken.jpg,"223/7-8, Moo 5, Somphot Chiang Mai 700 Pi Road",Mae Hia,Chiang Mai,50100,+66 81 965 7657,Sun - Sat,11:00 AM - 9:00 PM,Thai,"[https://media-cdn.tripadvisor.com/media/photo-s/11/bb/ca/c7/tum-up.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/ca/da/beef-salad-isaan-style.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/bb/ca/f4/lemongrass-and-prawn.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/bb/cb/0a/prawns-in-tamarind-sauce.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/23/sour-fried-chicken-with.jpg, https://media-cdn.tripadvisor.com/media/photo-w/11/bb/cb/36/fish-soup-spicy.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/51/bamboo-salad.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/51/bamboo-salad.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/36/fish-soup-spicy.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/23/sour-fried-chicken-with.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/bb/cb/0a/prawns-in-tamarind-sauce.jpg]",https://www.facebook.com/tumupchiangmai/
741,Somtum Yum Kai,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d3711042-Reviews-Somtum_Yum_Kai-Chiang_Mai.html,static/images/generic.jpg,411 Charoenrat Road Fah Ham Subdistrict Mueang Chiang Mai District,NaN,Chiang,Mai,+66 53 306 100,NaN,NaN,NaN,[],NaN
742,Hom Doi Cafe,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d13276625-Reviews-Hom_Doi_Cafe-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/11/86/62/64/photo8jpg.jpg,________________,"Huai Kaeo, Mae On District",Chiang Mai,50130,+66 83 091 4758,Wed - Mon,8:00 AM - 5:00 PM,NaN,"[https://media-cdn.tripadvisor.com/media/photo-s/11/85/e3/7c/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/5c/photo0jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/5d/photo1jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/5f/photo3jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/60/photo4jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/61/photo5jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/62/photo6jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/63/photo7jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/65/photo9jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/65/photo9jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/63/photo7jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/62/photo6jpg.jpg, https://media-cdn.tripadvisor.com/media/photo-s/11/86/62/61/photo5jpg.jpg]",http://Www.facebook.com/Homdoi
743,Shabu-Naki,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d11910976-Reviews-Shabu_Naki-Chiang_Mai.html,static/images/generic.jpg,24/11 Sirorot Rd,NaN,Chiang,Mai,+66 84 611 7373,Sun - Sat,4:30 PM - 11:00 PM,NaN,[],http://www.facebook.com/shabunakiSD/
744,Khun Hao Hoi Thot,5,1 review,http://www.tripadvisor.com/Restaurant_Review-g293917-d3710752-Reviews-Khun_Hao_Hoi_Thot-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-i/0d/f7/5e/ad/photo0jpg.jpg,Phra Sing Subdistrict Mueang Chiang Mai District,NaN,Chiang,Mai,+66 53 206 309,NaN,NaN,NaN,[https://media-cdn.tripadvisor.com/media/photo-s/0d/f7/5e/af/photo1jpg.jpg],NaN
745,Huan Jang Ngam,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d8517738-Reviews-Huan_Jang_Ngam-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-f/0a/41/1b/6b/caption.jpg,6 Pa-Tan Pa-Tan Muang,Soi 9,Chiang Mai,50300,+66 91 853 5781,NaN,NaN,"Asian, Thai","[https://media-cdn.tripadvisor.com/media/photo-w/0a/49/5c/5e/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/5c/5f/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/5c/60/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/51/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/52/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/53/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/54/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/55/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-w/0a/49/61/56/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/49/61/56/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/49/61/55/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/49/61/54/caption.jpg, https://media-cdn.tripadvisor.com/media/photo-s/0a/49/61/53/caption.jpg]",http://www.facebook.com/huanjangngam?fref=ts
746,Chai Blues House,5,2,http://www.tripadvisor.com/Restaurant_Review-g293917-d1576965-Reviews-Chai_Blues_House-Chiang_Mai.html,https://media-cdn.tripadvisor.com/media/photo-s/01/56/2e/40/chai-blues-with-wig.jpg,Soi 4 Suthep Road,NaN,Chiang,Mai,+66 53 328 296,NaN,NaN,Thai,[https://media-cdn.tripadvisor.com/media/photo-s/01/56/2e/40/chai-blues-with-wig.jpg],NaN
